date,governorate,n_infected,n_recovered,n_dead
"05:06, 14 May 2020",Zaghouan,,0,3
"05:06, 14 May 2020",Jendouba,,0,1
"05:19, 14 May 2020",Ben Arous,97,80,4
"05:19, 14 May 2020",Médenine,90,69,5
"05:19, 14 May 2020",Sousse,84,66,7
"05:19, 14 May 2020",Gafsa,45,26,0
"05:19, 14 May 2020",Manouba,40,23,5
"05:19, 14 May 2020",Monastir,40,37,0
"05:19, 14 May 2020",Sfax,36,22,5
"05:19, 14 May 2020",Tataouine,36,26,1
"05:21, 14 May 2020",Tunis,232,177,8
"05:19, 14 May 2020",Bizerte,25,18,1
"05:19, 14 May 2020",Gabès,23,16,0
"05:21, 14 May 2020",Kébili,106,55,0
"05:21, 14 May 2020",Ariana,99,82,5
"05:19, 14 May 2020",Mahdia,17,15,1
"05:19, 14 May 2020",Nabeul,15,13,1
"05:21, 14 May 2020",Ben Arous,97,80,4
"05:21, 14 May 2020",Médenine,90,69,5
"05:21, 14 May 2020",Sousse,84,66,7
"05:19, 14 May 2020",Kasserine,8,8,0
"05:19, 14 May 2020",Kairouan,8,4,0
"05:21, 14 May 2020",Gafsa,45,26,0
"05:21, 14 May 2020",Manouba,40,23,5
"05:21, 14 May 2020",Monastir,40,37,0
"05:19, 14 May 2020",Le Kef,8,4,1
"05:19, 14 May 2020",Sidi Bouzid,6,5,1
"05:21, 14 May 2020",Sfax,36,22,5
"05:21, 14 May 2020",Tataouine,36,26,1
"00:21, 15 May 2020",Tunis,232,177,8
"05:19, 14 May 2020",Tozeur,5,5,0
"05:19, 14 May 2020",Siliana,,0,4
"05:21, 14 May 2020",Bizerte,25,18,1
"05:21, 14 May 2020",Gabès,23,16,0
"00:21, 15 May 2020",Kébili,106,55,0
"00:21, 15 May 2020",Ariana,99,82,5
"05:19, 14 May 2020",Béja,,0,4
"05:19, 14 May 2020",Zaghouan,,0,3
"05:19, 14 May 2020",Jendouba,,0,1
"05:21, 14 May 2020",Mahdia,17,15,1
"05:21, 14 May 2020",Nabeul,15,13,1
"00:21, 15 May 2020",Ben Arous,97,80,4
"00:21, 15 May 2020",Médenine,90,69,5
"05:21, 14 May 2020",Kasserine,8,8,0
"05:21, 14 May 2020",Kairouan,8,4,0
"00:21, 15 May 2020",Sousse,84,66,7
"00:21, 15 May 2020",Gafsa,45,26,0
"05:21, 14 May 2020",Le Kef,8,4,1
"05:21, 14 May 2020",Sidi Bouzid,6,5,1
"05:21, 14 May 2020",Tozeur,5,5,0
"00:21, 15 May 2020",Manouba,40,23,5
"00:21, 15 May 2020",Monastir,40,37,0
"05:21, 14 May 2020",Siliana,,0,4
"05:21, 14 May 2020",Béja,,0,4
"00:21, 15 May 2020",Sfax,36,22,5
"00:21, 15 May 2020",Tataouine,36,26,1
"00:21, 15 May 2020",Bizerte,25,19,1
"05:21, 14 May 2020",Zaghouan,,0,3
"05:21, 14 May 2020",Jendouba,,0,1
"00:21, 15 May 2020",Gabès,23,16,0
"00:21, 15 May 2020",Mahdia,17,15,1
"00:21, 15 May 2020",Nabeul,15,13,1
"00:21, 15 May 2020",Kasserine,8,8,0
"00:21, 15 May 2020",Kairouan,8,4,0
"00:21, 15 May 2020",Le Kef,8,4,1
"00:21, 15 May 2020",Sidi Bouzid,6,5,1
"00:21, 15 May 2020",Tozeur,5,5,0
"00:21, 15 May 2020",Siliana,,0,4
"00:21, 15 May 2020",Béja,,0,4
"00:21, 15 May 2020",Zaghouan,,0,3
"00:21, 15 May 2020",Jendouba,,0,1
"03:30, 16 May 2020",Tunis,232,177,8
"03:30, 16 May 2020",Kébili,106,55,0
"03:30, 16 May 2020",Ariana,99,82,5
"03:30, 16 May 2020",Ben Arous,97,80,4
"03:30, 16 May 2020",Médenine,90,69,5
"03:30, 16 May 2020",Sousse,84,66,7
"03:30, 16 May 2020",Gafsa,45,26,0
"03:30, 16 May 2020",Manouba,40,23,5
"03:30, 16 May 2020",Monastir,40,37,0
"03:30, 16 May 2020",Sfax,36,22,5
"03:30, 16 May 2020",Tataouine,36,26,1
"03:30, 16 May 2020",Bizerte,25,19,1
"03:30, 16 May 2020",Gabès,23,16,0
"03:30, 16 May 2020",Mahdia,17,15,1
"03:30, 16 May 2020",Nabeul,15,13,1
"03:30, 16 May 2020",Kasserine,8,8,0
"03:30, 16 May 2020",Kairouan,8,4,0
"03:30, 16 May 2020",Le Kef,8,4,1
"03:30, 16 May 2020",Sidi Bouzid,6,5,1
"03:30, 16 May 2020",Tozeur,5,5,0
"03:30, 16 May 2020",Siliana,,0,4
"03:30, 16 May 2020",Béja,,0,4
"03:30, 16 May 2020",Zaghouan,,0,3
"03:30, 16 May 2020",Jendouba,,0,1
"03:49, 16 May 2020",Tunis,233,186,8
"03:49, 16 May 2020",Kébili,106,62,0
"03:49, 16 May 2020",Ariana,99,84,5
"03:49, 16 May 2020",Ben Arous,97,83,4
"03:49, 16 May 2020",Médenine,90,71,5
"03:49, 16 May 2020",Sousse,84,68,7
"03:49, 16 May 2020",Gafsa,47,29,0
"03:49, 16 May 2020",Manouba,40,26,5
"03:49, 16 May 2020",Monastir,40,38,0
"03:49, 16 May 2020",Sfax,36,26,5
"03:49, 16 May 2020",Tataouine,36,26,1
"03:49, 16 May 2020",Bizerte,25,18,1
"03:49, 16 May 2020",Gabès,23,16,0
"03:49, 16 May 2020",Mahdia,17,15,1
"03:49, 16 May 2020",Nabeul,15,14,1
"03:49, 16 May 2020",Kasserine,8,8,0
"03:49, 16 May 2020",Kairouan,8,4,0
"03:49, 16 May 2020",Le Kef,8,6,1
"03:49, 16 May 2020",Sidi Bouzid,6,5,1
"03:49, 16 May 2020",Tozeur,5,5,0
"03:49, 16 May 2020",Siliana,,0,4
"03:49, 16 May 2020",Béja,,0,4
"03:49, 16 May 2020",Zaghouan,,0,3
"03:49, 16 May 2020",Jendouba,,0,1
date,governorate,n_infected,n_recovered,n_dead
"16:37, 18 May 2020",Tunis,233,191,8
"16:37, 18 May 2020",Kébili,107,64,0
"16:37, 18 May 2020",Ariana,99,86,5
"16:37, 18 May 2020",Ben Arous,97,83,4
"16:37, 18 May 2020",Médenine,90,72,5
"16:37, 18 May 2020",Sousse,84,69,7
"16:37, 18 May 2020",Gafsa,47,29,0
"16:37, 18 May 2020",Manouba,40,26,5
"16:37, 18 May 2020",Monastir,40,39,0
"16:37, 18 May 2020",Sfax,36,25,5
"16:37, 18 May 2020",Tataouine,36,26,1
"16:37, 18 May 2020",Bizerte,26,20,1
"16:37, 18 May 2020",Gabès,23,16,0
"16:37, 18 May 2020",Mahdia,17,15,1
"16:37, 18 May 2020",Nabeul,15,14,1
"16:37, 18 May 2020",Kasserine,8,8,0
"16:37, 18 May 2020",Kairouan,8,5,0
"16:37, 18 May 2020",Le Kef,8,6,1
"16:37, 18 May 2020",Sidi Bouzid,6,5,1
"16:37, 18 May 2020",Tozeur,5,5,0
"16:37, 18 May 2020",Siliana,,0,4
"16:37, 18 May 2020",Béja,,0,4
"16:37, 18 May 2020",Zaghouan,,0,3
"16:37, 18 May 2020",Jendouba,,0,1
"13:54, 4 May 2020",Tunis,228,TBA,7
"13:54, 4 May 2020",Kébili,104,TBA,0
"13:54, 4 May 2020",Ariana,98,TBA,5
"03:58, 5 May 2020",Tunis,229,TBA,7
"13:54, 4 May 2020",Ben Arous,96,TBA,4
"13:54, 4 May 2020",Médenine,88,TBA,4
"04:04, 5 May 2020",Tunis,229,TBA,7
"03:58, 5 May 2020",Kébili,104,TBA,0
"03:58, 5 May 2020",Ariana,99,TBA,5
"13:54, 4 May 2020",Sousse,82,TBA,5
"13:54, 4 May 2020",Gafsa,44,TBA,0
"16:27, 4 May 2020",Tunis,228,TBA,7
"04:04, 5 May 2020",Kébili,104,TBA,0
"04:04, 5 May 2020",Ariana,99,TBA,5
"22:34, 5 May 2020",Tunis,229,TBA,7
"03:58, 5 May 2020",Ben Arous,97,TBA,4
"03:58, 5 May 2020",Médenine,88,TBA,4
"13:54, 4 May 2020",Manouba,41,TBA,5
"13:54, 4 May 2020",Monastir,38,TBA,0
"18:21, 4 May 2020",Tunis,228,TBA,7
"16:27, 4 May 2020",Kébili,104,TBA,0
"16:27, 4 May 2020",Ariana,98,TBA,5
"23:28, 4 May 2020",Tunis,228,TBA,7
"04:04, 5 May 2020",Ben Arous,97,TBA,4
"04:04, 5 May 2020",Médenine,88,TBA,4
"04:04, 5 May 2020",Sousse,82,TBA,5
"22:34, 5 May 2020",Kébili,104,TBA,0
"22:34, 5 May 2020",Ariana,99,TBA,5
"22:34, 5 May 2020",Ben Arous,97,TBA,4
"03:58, 5 May 2020",Sousse,82,TBA,5
"03:58, 5 May 2020",Gafsa,44,TBA,0
"13:54, 4 May 2020",Sfax,36,TBA,5
"13:54, 4 May 2020",Tataouine,36,TBA,1
"18:21, 4 May 2020",Kébili,104,TBA,0
"18:21, 4 May 2020",Ariana,98,TBA,5
"16:27, 4 May 2020",Ben Arous,96,TBA,4
"16:27, 4 May 2020",Médenine,88,TBA,4
"16:27, 4 May 2020",Sousse,82,TBA,5
"23:28, 4 May 2020",Kébili,104,TBA,0
"23:28, 4 May 2020",Ariana,98,TBA,5
"23:28, 4 May 2020",Ben Arous,96,TBA,4
"04:04, 5 May 2020",Gafsa,44,TBA,0
"04:04, 5 May 2020",Manouba,41,TBA,5
"22:34, 5 May 2020",Médenine,88,TBA,4
"22:34, 5 May 2020",Sousse,82,TBA,5
"03:58, 5 May 2020",Manouba,41,TBA,5
"03:58, 5 May 2020",Monastir,39,TBA,0
"13:54, 4 May 2020",Bizerte,25,TBA,1
"13:54, 4 May 2020",Gabès,23,TBA,0
"18:21, 4 May 2020",Ben Arous,96,TBA,4
"18:21, 4 May 2020",Médenine,88,TBA,4
"18:21, 4 May 2020",Sousse,82,TBA,5
"16:27, 4 May 2020",Gafsa,44,TBA,0
"16:27, 4 May 2020",Manouba,41,TBA,5
"16:27, 4 May 2020",Monastir,38,TBA,0
"23:28, 4 May 2020",Médenine,88,TBA,4
"23:28, 4 May 2020",Sousse,82,TBA,5
"23:28, 4 May 2020",Gafsa,44,TBA,0
"04:04, 5 May 2020",Monastir,39,TBA,0
"04:04, 5 May 2020",Sfax,36,TBA,5
"22:34, 5 May 2020",Gafsa,44,TBA,0
"22:34, 5 May 2020",Manouba,41,TBA,5
"03:58, 5 May 2020",Sfax,36,TBA,5
"03:58, 5 May 2020",Tataouine,36,TBA,1
"13:54, 4 May 2020",Mahdia,16,TBA,1
"13:54, 4 May 2020",Nabeul,14,TBA,1
"18:21, 4 May 2020",Gafsa,44,TBA,0
"18:21, 4 May 2020",Manouba,41,TBA,5
"16:27, 4 May 2020",Sfax,36,TBA,5
"16:27, 4 May 2020",Tataouine,36,TBA,1
"23:28, 4 May 2020",Manouba,41,TBA,5
"23:28, 4 May 2020",Monastir,38,TBA,0
"04:04, 5 May 2020",Tataouine,36,TBA,1
"04:04, 5 May 2020",Bizerte,25,TBA,1
"04:04, 5 May 2020",Gabès,23,TBA,0
"03:35, 6 May 2020",Tunis,231,TBA,8
"22:34, 5 May 2020",Monastir,39,TBA,0
"22:34, 5 May 2020",Sfax,36,TBA,5
"22:34, 5 May 2020",Tataouine,36,TBA,1
"03:58, 5 May 2020",Bizerte,25,TBA,1
"03:58, 5 May 2020",Gabès,23,TBA,0
"03:58, 5 May 2020",Mahdia,16,TBA,1
"13:54, 4 May 2020",Kasserine,9,TBA,0
"13:54, 4 May 2020",Kairouan,8,TBA,0
"13:54, 4 May 2020",Le Kef,7,TBA,1
"18:21, 4 May 2020",Monastir,38,TBA,0
"18:21, 4 May 2020",Sfax,36,TBA,5
"18:21, 4 May 2020",Tataouine,36,TBA,1
"16:27, 4 May 2020",Bizerte,25,TBA,1
"16:27, 4 May 2020",Gabès,23,TBA,0
"23:28, 4 May 2020",Sfax,36,TBA,5
"23:28, 4 May 2020",Tataouine,36,TBA,1
"23:28, 4 May 2020",Bizerte,25,TBA,1
"04:04, 5 May 2020",Mahdia,16,TBA,1
"04:04, 5 May 2020",Nabeul,14,TBA,1
"04:04, 5 May 2020",Kasserine,9,TBA,0
"03:35, 6 May 2020",Kébili,105,TBA,0
"03:35, 6 May 2020",Ariana,99,TBA,5
"22:34, 5 May 2020",Bizerte,25,TBA,1
"22:34, 5 May 2020",Gabès,23,TBA,0
"22:34, 5 May 2020",Mahdia,16,TBA,1
"03:58, 5 May 2020",Nabeul,14,TBA,1
"03:58, 5 May 2020",Kasserine,9,TBA,0
"03:58, 5 May 2020",Kairouan,8,TBA,0
"13:54, 4 May 2020",Sidi Bouzid,5,TBA,1
"13:54, 4 May 2020",Tozeur,5,TBA,0
"13:54, 4 May 2020",Zaghouan,3,TBA,0
"18:21, 4 May 2020",Bizerte,25,TBA,1
"18:21, 4 May 2020",Gabès,23,TBA,0
"18:21, 4 May 2020",Mahdia,16,TBA,1
"16:27, 4 May 2020",Mahdia,16,TBA,1
"16:27, 4 May 2020",Nabeul,14,TBA,1
"23:28, 4 May 2020",Gabès,23,TBA,0
"23:28, 4 May 2020",Mahdia,16,TBA,1
"04:04, 5 May 2020",Kairouan,8,TBA,0
"04:04, 5 May 2020",Le Kef,7,TBA,1
"04:04, 5 May 2020",Sidi Bouzid,5,TBA,1
"03:35, 6 May 2020",Ben Arous,97,TBA,4
"03:35, 6 May 2020",Médenine,88,TBA,4
"03:35, 6 May 2020",Sousse,82,TBA,5
"22:34, 5 May 2020",Nabeul,14,TBA,1
"22:34, 5 May 2020",Kasserine,9,TBA,0
"03:58, 5 May 2020",Le Kef,7,TBA,1
"03:58, 5 May 2020",Sidi Bouzid,5,TBA,1
"03:58, 5 May 2020",Tozeur,5,TBA,0
"13:54, 4 May 2020",Béja,3,TBA,0
"13:54, 4 May 2020",Siliana,3,TBA,0
"13:54, 4 May 2020",Jendouba,1,TBA,0
"18:21, 4 May 2020",Nabeul,14,TBA,1
"18:21, 4 May 2020",Kasserine,9,TBA,0
"16:27, 4 May 2020",Kasserine,9,TBA,0
"16:27, 4 May 2020",Kairouan,8,TBA,0
"16:27, 4 May 2020",Le Kef,7,TBA,1
"23:28, 4 May 2020",Nabeul,14,TBA,1
"23:28, 4 May 2020",Kasserine,9,TBA,0
"23:28, 4 May 2020",Kairouan,8,TBA,0
"04:04, 5 May 2020",Tozeur,5,TBA,0
"04:04, 5 May 2020",Siliana,4,TBA,0
"04:04, 5 May 2020",Zaghouan,3,TBA,0
"03:35, 6 May 2020",Gafsa,45,TBA,0
"03:35, 6 May 2020",Manouba,41,TBA,5
"22:34, 5 May 2020",Kairouan,8,TBA,0
"22:34, 5 May 2020",Le Kef,7,TBA,1
"03:58, 5 May 2020",Siliana,4,TBA,0
"03:58, 5 May 2020",Zaghouan,3,TBA,0
"03:58, 5 May 2020",Béja,3,TBA,0
"18:21, 4 May 2020",Kairouan,8,TBA,0
"18:21, 4 May 2020",Le Kef,7,TBA,1
"18:21, 4 May 2020",Sidi Bouzid,5,TBA,1
"16:27, 4 May 2020",Sidi Bouzid,5,TBA,1
"16:27, 4 May 2020",Tozeur,5,TBA,0
"23:28, 4 May 2020",Le Kef,7,TBA,1
"23:28, 4 May 2020",Sidi Bouzid,5,TBA,1
"23:28, 4 May 2020",Tozeur,5,TBA,0
"04:04, 5 May 2020",Béja,3,TBA,0
"04:04, 5 May 2020",Jendouba,1,TBA,0
"03:35, 6 May 2020",Monastir,39,TBA,0
"03:35, 6 May 2020",Sfax,36,TBA,5
"22:34, 5 May 2020",Sidi Bouzid,5,TBA,1
"22:34, 5 May 2020",Tozeur,5,TBA,0
"03:58, 5 May 2020",Jendouba,1,TBA,0
"18:21, 4 May 2020",Tozeur,5,TBA,0
"18:21, 4 May 2020",Zaghouan,3,TBA,0
"16:27, 4 May 2020",Zaghouan,3,TBA,0
"16:27, 4 May 2020",Béja,3,TBA,0
"23:28, 4 May 2020",Zaghouan,3,TBA,0
"23:28, 4 May 2020",Béja,3,TBA,0
"23:28, 4 May 2020",Siliana,3,TBA,0
"03:35, 6 May 2020",Tataouine,36,TBA,1
"03:35, 6 May 2020",Bizerte,25,TBA,1
"03:35, 6 May 2020",Gabès,23,TBA,0
"22:34, 5 May 2020",Siliana,4,TBA,0
"22:34, 5 May 2020",Zaghouan,3,TBA,0
"22:34, 5 May 2020",Béja,3,TBA,0
"18:21, 4 May 2020",Béja,3,TBA,0
"18:21, 4 May 2020",Siliana,3,TBA,0
"18:21, 4 May 2020",Jendouba,1,TBA,0
"16:27, 4 May 2020",Siliana,3,TBA,0
"16:27, 4 May 2020",Jendouba,1,TBA,0
"23:28, 4 May 2020",Jendouba,1,TBA,0
"03:35, 6 May 2020",Mahdia,16,TBA,1
"03:35, 6 May 2020",Nabeul,14,TBA,1
"22:34, 5 May 2020",Jendouba,1,TBA,0
"03:35, 6 May 2020",Kasserine,9,TBA,0
"03:35, 6 May 2020",Kairouan,8,TBA,0
"03:35, 6 May 2020",Le Kef,7,TBA,1
"03:35, 6 May 2020",Sidi Bouzid,5,TBA,1
"03:35, 6 May 2020",Tozeur,5,TBA,0
"03:35, 6 May 2020",Siliana,4,TBA,0
"03:35, 6 May 2020",Zaghouan,3,TBA,0
"03:35, 6 May 2020",Béja,3,TBA,0
"03:35, 6 May 2020",Jendouba,1,TBA,0
"01:21, 9 May 2020",Tunis,232,TBA,8
"01:21, 9 May 2020",Kébili,106,TBA,0
"00:50, 7 May 2020",Tunis,232,TBA,8
"01:21, 9 May 2020",Ariana,99,TBA,5
"01:21, 9 May 2020",Ben Arous,97,TBA,4
"01:21, 9 May 2020",Médenine,90,TBA,4
"00:50, 7 May 2020",Kébili,106,TBA,0
"00:50, 7 May 2020",Ariana,99,TBA,5
"00:50, 7 May 2020",Ben Arous,97,TBA,4
"01:21, 9 May 2020",Sousse,84,TBA,7
"01:21, 9 May 2020",Gafsa,44,TBA,0
"01:21, 9 May 2020",Manouba,41,TBA,5
"00:50, 7 May 2020",Médenine,90,TBA,4
"00:50, 7 May 2020",Sousse,82,TBA,5
"01:21, 9 May 2020",Monastir,40,TBA,0
"01:21, 9 May 2020",Sfax,36,TBA,5
"04:53, 8 May 2020",Tunis,232,TBA,8
"00:50, 7 May 2020",Gafsa,45,TBA,0
"00:50, 7 May 2020",Manouba,41,TBA,5
"15:41, 9 May 2020",Tunis,232,TBA,8
"01:21, 9 May 2020",Tataouine,36,TBA,1
"01:21, 9 May 2020",Bizerte,25,TBA,1
"01:21, 9 May 2020",Gabès,23,TBA,0
"04:53, 8 May 2020",Kébili,106,TBA,0
"04:53, 8 May 2020",Ariana,99,TBA,5
"00:50, 7 May 2020",Monastir,39,TBA,0
"00:50, 7 May 2020",Sfax,36,TBA,5
"15:41, 9 May 2020",Kébili,106,TBA,0
"15:41, 9 May 2020",Ariana,99,TBA,5
"01:21, 9 May 2020",Mahdia,17,TBA,1
"01:21, 9 May 2020",Nabeul,14,TBA,1
"04:34, 10 May 2020",Tunis,232,TBA,8
"04:53, 8 May 2020",Ben Arous,97,TBA,4
"04:53, 8 May 2020",Médenine,90,TBA,4
"04:53, 8 May 2020",Sousse,82,TBA,6
"00:50, 7 May 2020",Tataouine,36,TBA,1
"00:50, 7 May 2020",Bizerte,25,TBA,1
"00:50, 7 May 2020",Gabès,23,TBA,0
"05:46, 10 May 2020",Tunis,232,TBA,8
"15:41, 9 May 2020",Ben Arous,97,TBA,4
"15:41, 9 May 2020",Médenine,90,TBA,4
"15:41, 9 May 2020",Sousse,84,TBA,7
"01:21, 9 May 2020",Kasserine,9,TBA,0
"01:21, 9 May 2020",Kairouan,8,TBA,0
"01:21, 9 May 2020",Le Kef,7,TBA,1
"04:35, 10 May 2020",Tunis,232,TBA,8
"04:34, 10 May 2020",Kébili,106,TBA,0
"04:34, 10 May 2020",Ariana,99,TBA,5
"04:34, 10 May 2020",Ben Arous,97,TBA,4
"04:53, 8 May 2020",Gafsa,45,TBA,0
"04:53, 8 May 2020",Manouba,41,TBA,5
"00:50, 7 May 2020",Mahdia,16,TBA,1
"00:50, 7 May 2020",Nabeul,14,TBA,1
"00:50, 7 May 2020",Kasserine,9,TBA,0
"05:46, 10 May 2020",Kébili,106,TBA,0
"05:46, 10 May 2020",Ariana,99,TBA,5
"05:46, 10 May 2020",Ben Arous,97,TBA,4
"15:41, 9 May 2020",Gafsa,44,TBA,0
"15:41, 9 May 2020",Manouba,41,TBA,5
"01:21, 9 May 2020",Sidi Bouzid,6,TBA,1
"01:21, 9 May 2020",Tozeur,5,TBA,0
"04:35, 10 May 2020",Kébili,106,TBA,0
"04:35, 10 May 2020",Ariana,99,TBA,5
"04:34, 10 May 2020",Médenine,90,TBA,4
"04:34, 10 May 2020",Sousse,84,TBA,7
"04:53, 8 May 2020",Monastir,39,TBA,0
"04:53, 8 May 2020",Sfax,36,TBA,5
"00:50, 7 May 2020",Kairouan,8,TBA,0
"00:50, 7 May 2020",Le Kef,7,TBA,1
"05:46, 10 May 2020",Médenine,90,TBA,4
"15:41, 9 May 2020",Monastir,40,TBA,0
"15:41, 9 May 2020",Sfax,36,TBA,5
"15:41, 9 May 2020",Tataouine,36,TBA,1
"01:21, 9 May 2020",Siliana,4,TBA,0
"01:21, 9 May 2020",Zaghouan,3,TBA,0
"04:35, 10 May 2020",Ben Arous,97,TBA,4
"04:35, 10 May 2020",Médenine,90,TBA,4
"04:34, 10 May 2020",Gafsa,44,TBA,0
"04:34, 10 May 2020",Manouba,41,TBA,5
"04:53, 8 May 2020",Tataouine,36,TBA,1
"04:53, 8 May 2020",Bizerte,25,TBA,1
"00:50, 7 May 2020",Sidi Bouzid,5,TBA,1
"00:50, 7 May 2020",Tozeur,5,TBA,0
"05:46, 10 May 2020",Sousse,84,TBA,7
"05:46, 10 May 2020",Gafsa,44,TBA,0
"05:46, 10 May 2020",Manouba,41,TBA,5
"15:41, 9 May 2020",Bizerte,25,TBA,1
"15:41, 9 May 2020",Gabès,23,TBA,0
"01:21, 9 May 2020",Béja,3,TBA,0
"01:21, 9 May 2020",Jendouba,1,TBA,0
"04:35, 10 May 2020",Sousse,84,TBA,7
"04:35, 10 May 2020",Gafsa,44,TBA,0
"04:34, 10 May 2020",Monastir,40,TBA,0
"04:34, 10 May 2020",Sfax,36,TBA,5
"04:53, 8 May 2020",Gabès,23,TBA,0
"04:53, 8 May 2020",Mahdia,17,TBA,1
"00:50, 7 May 2020",Siliana,4,TBA,0
"00:50, 7 May 2020",Zaghouan,3,TBA,0
"00:50, 7 May 2020",Béja,3,TBA,0
"05:46, 10 May 2020",Monastir,40,TBA,0
"05:46, 10 May 2020",Sfax,36,TBA,5
"05:46, 10 May 2020",Tataouine,36,TBA,1
"15:41, 9 May 2020",Mahdia,17,TBA,1
"15:41, 9 May 2020",Nabeul,14,TBA,1
"04:35, 10 May 2020",Manouba,41,TBA,5
"04:35, 10 May 2020",Monastir,40,TBA,0
"04:35, 10 May 2020",Sfax,36,TBA,5
"04:34, 10 May 2020",Tataouine,36,TBA,1
"04:34, 10 May 2020",Bizerte,25,TBA,1
"04:34, 10 May 2020",Gabès,23,TBA,0
"04:53, 8 May 2020",Nabeul,14,TBA,1
"04:53, 8 May 2020",Kasserine,9,TBA,0
"00:50, 7 May 2020",Jendouba,1,TBA,0
"05:46, 10 May 2020",Bizerte,25,TBA,1
"05:46, 10 May 2020",Gabès,23,TBA,0
"05:46, 10 May 2020",Mahdia,17,TBA,1
"15:41, 9 May 2020",Kasserine,9,TBA,0
"15:41, 9 May 2020",Kairouan,8,TBA,0
"04:35, 10 May 2020",Tataouine,36,TBA,1
"04:35, 10 May 2020",Bizerte,25,TBA,1
"04:34, 10 May 2020",Mahdia,17,TBA,1
"04:34, 10 May 2020",Nabeul,14,TBA,1
"04:34, 10 May 2020",Kasserine,9,TBA,0
"04:53, 8 May 2020",Kairouan,8,TBA,0
"04:53, 8 May 2020",Le Kef,7,TBA,1
"05:46, 10 May 2020",Nabeul,14,TBA,1
"05:46, 10 May 2020",Kasserine,9,TBA,0
"15:41, 9 May 2020",Le Kef,7,TBA,1
"15:41, 9 May 2020",Sidi Bouzid,6,TBA,1
"04:35, 10 May 2020",Gabès,23,TBA,0
"04:35, 10 May 2020",Mahdia,17,TBA,1
"04:34, 10 May 2020",Kairouan,8,TBA,0
"04:34, 10 May 2020",Le Kef,8,TBA,1
"04:34, 10 May 2020",Sidi Bouzid,6,TBA,1
"04:53, 8 May 2020",Sidi Bouzid,5,TBA,1
"04:53, 8 May 2020",Tozeur,5,TBA,0
"04:53, 8 May 2020",Siliana,4,TBA,0
"05:46, 10 May 2020",Kairouan,8,TBA,0
"05:46, 10 May 2020",Le Kef,8,TBA,1
"15:41, 9 May 2020",Tozeur,5,TBA,0
"15:41, 9 May 2020",Siliana,4,TBA,0
"04:35, 10 May 2020",Nabeul,14,TBA,1
"04:35, 10 May 2020",Kasserine,9,TBA,0
"04:34, 10 May 2020",Tozeur,5,TBA,0
"04:34, 10 May 2020",Siliana,4,TBA,0
"04:53, 8 May 2020",Zaghouan,3,TBA,0
"04:53, 8 May 2020",Béja,3,TBA,0
"05:46, 10 May 2020",Sidi Bouzid,6,TBA,1
"05:46, 10 May 2020",Tozeur,5,5,0
"15:41, 9 May 2020",Zaghouan,3,TBA,0
"15:41, 9 May 2020",Béja,3,TBA,0
"04:35, 10 May 2020",Kairouan,8,TBA,0
"04:35, 10 May 2020",Le Kef,8,TBA,1
"04:34, 10 May 2020",Béja,4,TBA,0
"04:34, 10 May 2020",Zaghouan,3,TBA,0
"04:53, 8 May 2020",Jendouba,1,TBA,0
"05:46, 10 May 2020",Siliana,,0,4
"05:46, 10 May 2020",Béja,,0,4
"15:41, 9 May 2020",Jendouba,1,TBA,0
"04:35, 10 May 2020",Sidi Bouzid,6,TBA,1
"04:35, 10 May 2020",Tozeur,5,TBA,0
"04:34, 10 May 2020",Jendouba,1,TBA,0
"05:46, 10 May 2020",Zaghouan,,0,3
"05:46, 10 May 2020",Jendouba,,0,1
"04:35, 10 May 2020",Siliana,4,TBA,0
"04:35, 10 May 2020",Béja,4,TBA,0
"04:35, 10 May 2020",Zaghouan,3,TBA,0
"04:35, 10 May 2020",Jendouba,1,TBA,0
"15:22, 26 March 2020",Tunis,48,0,0
"15:22, 26 March 2020",Ariana,31,0,1
"15:22, 26 March 2020",Ben Arous,17,0,0
"15:22, 26 March 2020",Manouba,3,0,0
"15:22, 26 March 2020",Bizerte,4,0,0
"15:22, 26 March 2020",Mahdia,3,0,1
"15:22, 26 March 2020",Monastir,13,0,0
"15:22, 26 March 2020",Médenine,12,0,0
"15:22, 26 March 2020",Nabeul,2,0,0
"15:22, 26 March 2020",Sousse,13,0,1
"15:22, 26 March 2020",Sfax,7,0,1
"15:22, 26 March 2020",Gafsa,1,1,0
"15:22, 26 March 2020",Kairouan,2,0,0
"15:22, 26 March 2020",Tataouine,6,0,0
"15:22, 26 March 2020",Gabès,4,0,0
"15:22, 26 March 2020",Kébili,5,0,0
"15:22, 26 March 2020",Kef,1,0,1
"15:22, 26 March 2020",Kasserine,5,0,0
"15:22, 26 March 2020",Zaghouan,2,0,0
"15:21, 26 March 2020",Tunis,48,0,0
"15:21, 26 March 2020",Ariana,31,0,1
"15:21, 26 March 2020",Ben Arous,17,0,0
"15:21, 26 March 2020",Manouba,3,0,0
"15:21, 26 March 2020",Bizerte,4,0,0
"15:21, 26 March 2020",Mahdia,3,0,1
"15:21, 26 March 2020",Monastir,13,0,0
"15:21, 26 March 2020",Médenine,12,0,0
"15:21, 26 March 2020",Nabeul,2,0,0
"18:03, 26 March 2020",Tunis,48,0,0
"15:21, 26 March 2020",Sousse,13,0,1
"15:21, 26 March 2020",Sfax,7,0,1
"18:03, 26 March 2020",Ariana,31,0,1
"18:03, 26 March 2020",Ben Arous,17,0,0
